scode,sname,sclx,enddate,forecastl,forecastt,increasel,increaset,forecastcontent,changereasondscrpt,forecasttype,yearearlier,ndate,hymc,zfpx,jlrpx,forecast,IsLatest
300245,天玑科技,深交所创业板,2018-06-30T00:00:00,34359900,42949900,-20,0,"预计2018年1-6月归属于上市公司股东的净利润盈利:3,435.99万元-4,294.99万元,比上年同期下降:0%-20%","报告期内,公司总体各项业务稳步发展,但报告期内受市场环境、竞争因素、新产品的持续投入及人力成本上升等影响,公司归属上市公司股东的净利润与去年同期相比有所下降。报告期非经常性损益对净利润的影响金额约为人民币2,300万元左右。主要系报告期内公司依据发展战略规划,为进一步整合资源、优化资产结构出售相关全资子公司及购买理财产品所获得的收益。",略减,42949900.0,2018-07-13T00:00:00,软件服务,-10.0,38654900.0,reduction,T
300218,安利股份,深交所创业板,2018-06-30T00:00:00,-15000000,-12000000,-593.58,-494.87,"预计2018年1-6月归属于上市公司股东的净利润亏损1200万元-1500万元,比上年同期下降:494.87%-593.58%。","报告期内,公司产销保持稳定增长,主营聚氨酯合成革产品营业收入预计增长约16%左右,营业收入增长约14%左右,但归属于上市公司股东的净利润较上年同期减少,主要原因是:1、二季度当季亏损约450万元左右,亏损额较一季度有较大减少。二季度主营业务产销保持良好势头,主营产品聚氨酯合成革收入同比增长约17.6%左右,但因二季度人民币兑美元汇率大幅波动,产生一定的账面亏损,实际生产经营保持向好趋势。2、报告期内,按照环保要求,公司全面使用清洁能源天然气,由于“煤改气”导致生产成本费用上涨,产品毛利下降。3、报告期内,随着固定资产投入使用,折旧较上年同期增加432.15万元左右。报告期内,公司经营管理团队勤勉尽责,恪尽职守,内抓管理,外抓市场,加大产品创新投入和市场开拓力度,订单充足,生产经营稳中有进,实现稳中向好的态势。",首亏,3039000.0,2018-07-13T00:00:00,化工行业,-544.225,-13500000.0,reduction,T
300105,龙源技术,深交所创业板,2018-06-30T00:00:00,1560000,1950000,20,50,"预计2018年1-6月归属于上市公司股东的净利润盈利:156万元–195万元,比上年同期增长:20%-50%。","1、报告期内,公司营业收入较上年同期有较大幅度下降;但产品结构与前期预计发生变化,致使综合毛利率上升,毛利额与上年同期相比持平;2、报告期内,公司管理费用、销售费用、财务费用、资产减值损失同比下降;3、报告期内,公司营业外支出同比下降。综上,预计2018年半年度归属于上市公司股东的净利润为156万元–195万元。",略增,1300000.0,2018-07-13T00:00:00,机械行业,35.0,1755000.0,increase,T
002290,中科新材,深交所中小板,2018-06-30T00:00:00,45501800,54602100,50,80,"预计2018年1-6月归属于上市公司股东的净利润盈利4,550.18万元-5,460.21万元,比上年同期增长:50%-80%。","本次业绩预告高于前次业绩预告预计的区间,主要原因为报告期内受汇率波动影响,公司汇兑收益增加所致。",预增,30334500.0,2018-07-13T00:00:00,材料行业,65.0,50051950.0,increase,T
300103,达刚路机,深交所创业板,2018-06-30T00:00:00,18993200,23213900,-10,10,"预计2018年1-6月归属于上市公司股东的净利润盈利1,899.32万元-2,321.39万元,同比变动-10%至10%。","1、2018年上半年,由于公司斯里兰卡项目接近尾声,工程项目完工量减少,导致归属于公司股东的净利润与上年同期相比略有下降。2、报告期内,预计公司非经常性损益金额为8.86万元,对净利润不产生重大影响。",续盈,21103500.0,2018-07-13T00:00:00,专用设备,0.0,21103550.0,unknown,T
300310,宜通世纪,深交所创业板,2018-06-30T00:00:00,-470000000,-465000000,-554.56,-549.72,"预计2018年1-6月归属于上市公司股东的净利润亏损:46,500万元-47,000万元。","报告期内,公司经营业绩与2017年同期相比下降,主要原因是:公司合并资产负债表中,因收购全资子公司深圳市倍泰健康测量分析技术有限公司(以下简称“倍泰健康”)形成的大额商誉,因倍泰健康董事长方炎林、总经理李询涉嫌犯罪,无法参与经营;现倍泰健康实际经营环境与收购时有较大差异,虽然公司已对倍泰健康各项工作进行了适当调整,并派出了专业的管理团队,但公司预计未来完成业绩承诺仍有一定的不确定性,基于谨慎性原则,公司进行了商誉减值测试。初步预计计提的商誉减值金额约50,000万元至55,000万元,商誉计提减值的最终数据以公司2018年半年度报告披露的数据为准。另外,公司预计2018年半年度非经常性损益约为486万元。",首亏,103397700.0,2018-07-13T00:00:00,通讯行业,-552.14,-467500000.0,reduction,T
300002,神州泰岳,深交所创业板,2018-06-30T00:00:00,-136500000,-131500000,-991.1,-958.46,"预计2018年1-6月归属于上市公司股东的净利润亏损:13,150万元–13,650万元","1、报告期内公司业绩变动主要原因2018年上半年,公司进一步优化ICT运营管理业务,保持游戏业务稳步发展,全面加大人工智能/大数据、物联网板块的技术研发与市场拓展力度。报告期内公司归属于上市公司股东的净利润出现短暂性亏损,主要原因系:(1)公司在人工智能/大数据、物联网板块的人员投入、市场投入等方面相比去年下半年继续保持增加态势,较去年同期增幅较大;(2)2018年上半年,公司人工智能/大数据、物联网通讯业务的市场拓展已打下良好的开局,但由于大客户业务的普遍特征决定市场签单落地、项目验收与收入确认存在一定时间间隔。(3)公司对ICT运营管理业务立足于进行精细化管理,状况得以改善与修复,但是ICT行业的季节性特征,项目验收与确认会在下半年开始集中体现。2、报告期内公司创新业务的最新进展公司致力于将人工智能/大数据、物联网、融合通信、流程管理等方面的核心技术能力进行融合运用,为提升行业的智能化、数字化水平赋能,解决制约行业发展的瓶颈问题。(1)在人工智能领域进展情况如下:公司人工智能板块专注于自然语言处理(NLP)及大数据融合共享技术,将独到的自然语言语义分析技术、深度学习、大数据技术、互联网信息采集技术等进行融合,形成开放的语义产业平台,在聚焦公安领域不断强化行业应用的同时,让公司的自然语言处理方面的平台能力向其他领域快速不断延伸。(2)在物联网通信领域的进展情况如下:在物联网领域,公司致力于实现工业领域完全自主可控的物联网与统一通信平台的建立,推动智能革命。公司完全独立自主开发的物联网通信技术与产品具备强大的网络监控、信息安全、无线感知、精准定位和大数据接入能力,广泛应用于工业互联网、城市综合管廊和周界安防等领域并取得重大进展。由于项目进度方面(尤其是创新业务项目进度)的因素,2018年上半年出现暂时性亏损,但是各项业务的市场拓展形成良好基础,根据各个业务的客户跟踪、谈判、实施、验收等累计的情况来看,预计2018年度公司归属于上市公司股东的净利润较2017年度有大幅度增长。更为重要的是,2018年公司创新业务的各项进展效果显著,得到行业、政府等诸多方面的高度认可。从市场维度看,公司面对的主要市场已经发生了根本的变化,除电信运营商、金融领域之外,在公安、核岛核电、城市管廊、周界安防等市场亦会成为公司的主阵地;从人才维度看,公司的人才队伍和结构在不断调整优化,一批年轻的专业化团队成为公司人工智能/大数据、物联网通讯业务的领军人物,这些都为公司未来的发展奠定了雄厚的基础,公司转型升级后的价值将从今年开始不断显现。",首亏,15318200.0,2018-07-13T00:00:00,软件服务,-974.78,-134000000.0,reduction,T
300079,数码科技,深交所创业板,2018-06-30T00:00:00,59074000,64981400,0,10,"预计2018年1-6月归属于上市公司股东的净利润盈利5,907.40万元-6,498.14万元,同比上年同期增长:0%-10%。","报告期内,公司归属于上市公司股东的净利润比上年同期有所增长,主要原因系公司所处行业发展情况良好,公司按照年初经营计划有序推进各项工作,各项业务稳定发展,整体业务规模较上年同期有所增长,产品结构持续优化所致。因实施限制性股票激励计划,按照企业会计准则的有关规定,本期摊销股份支付费用2041万元,已全额计入上半年期间费用。",略增,59074000.0,2018-07-13T00:00:00,通讯行业,5.0,62027700.0,increase,T
300108,吉药控股,深交所创业板,2018-06-30T00:00:00,75000000,85000000,0.99,14.46,"预计2018年1-6月归属于上市公司股东的净利润盈利约:7,500万元-8,500万元,比上年同期上升0.99%-14.46%","公司归属于上市公司股东的净利润增长的主要原因为:公司紧紧围绕2018年度经营计划及战略部署、充分发挥品牌及产品优势、积极开拓终端细分市场,致使2018年度上半年度较2017年度上半年度业绩稳步增长。报告期内,预计非经常性损益对净利润的影响额约为2,496.04万元。",略增,74263100.0,2018-07-13T00:00:00,化工行业,7.725,80000000.0,increase,T
300262,巴安水务,深交所创业板,2018-06-30T00:00:00,119865700,137845600,0,15,"预计2018年1-6月归属于上市公司股东的净利润盈利11,986.57万元–13,784.56万元,比上年同期增长0%-15%","1、2018年半年度业绩与上年同期相比有所增长,主要是随着公司战略计划的实施,公司项目建设、环保装备产销等业务有序开展,在强化公司核心竞争力的同时,实现经营业绩的较为稳步增长。2、报告期内,非经常性损益对净利润的影响金额预计约为327.70万元。",略增,119865700.0,2018-07-13T00:00:00,环保工程,7.5,128855650.0,increase,T
300051,三五互联,深交所创业板,2018-06-30T00:00:00,15000000,23700000,-48.55,-18.71,"预计2018年1-6月归属于上市公司股东的净利润盈利:1,500.00万元-2,370.00万元,较上年同期下降:18.71%-48.55%","(一)本报告期业绩较上年同期减少的主要原因系:1、子公司天津三五互联移动通讯有限公司在建工程于2017年6月预结转固定资产,计提固定资产折旧及贷款利息所致;2、子公司深圳市道熙科技有限公司本期净利润较上年同期减少;综上,本报告期业绩较上年同期减少。(二)2018年上半年预计非经常性损益对公司净利润的影响约为326.00万元。",略减,29153800.0,2018-07-13T00:00:00,电子信息,-33.63,19350000.0,reduction,T
300115,长盈精密,深交所创业板,2018-06-30T00:00:00,52940000,123530000,-85,-65,"预计2018年1-6月归属于上市公司股东的净利润盈利:约5,294万元-12,353万元,比上年同期下降:65%-85%",1、主要产品国内业务不及预期。2、多家国际客户新产品及新能源汽车零组件产品处于开发期。,预减,352956600.0,2018-07-13T00:00:00,电子元件,-75.0,88235000.0,reduction,T
300011,鼎汉技术,深交所创业板,2018-06-30T00:00:00,27500000,30000000,224.55,254.05,"预计2018年1-6月归属于上市公司股东的净利润盈利2,750万元-3,000万元,同比增长224.55%-254.05%。","2018年1-6月,轨道交通行业整体发展稳定,公司订单有序执行。公司管理层紧密围绕年初制定的各项工作计划,稳步推进公司生产经营等各项工作。公司净利润较去年大幅增长,一方面是由于合并范围发生变化,相比去年同期本报告期公司并入辽宁奇辉电子系统工程有限公司;另一方面是因为公司持续加强应收账款管理在报告期取得良好效果,报告期公司重点加强大额超长期应收账款催收力度,逐笔制定回款策略并积极跟踪落实,回收款项冲减了部分已计提的坏账准备;此外上年同期基数较小。2018年1-6月,公司预计确认非经常性损益约20万元,将对公司净利润造成一定影响。",预增,8473300.0,2018-07-13T00:00:00,交运设备,239.3,28750000.0,increase,T
300028,金亚科技,深交所创业板,2018-06-30T00:00:00,36000000,41000000,260.49,282.79,"预计2018年1-6月归属于上市公司股东的净利润盈利3,600万元–4,100万元","1、本次业绩预告期间内,公司经营业绩变动主要原因为:1)本报告期营业收入与去年同期相比上升145.93%;2)预计公司2018年半年度的非经常性损益金额约为5,172万元,主要为金牛区政府协商回收公司位于成都市蜀西路50号项目地块产生的收益,对净利润影响约为5,216万元。",扭亏,-22430650.0,2018-07-13T00:00:00,文化传媒,271.64,38500000.0,increase,T
002228,合兴包装,深交所中小板,2018-06-30T00:00:00,390894100,426429900,450,500,"预计2018年1-6月归属于上市公司股东的净利润盈利:39,089.41万元–42,642.99万元,比上年同期增长:450%-500%。","销售额增长,归属于上市公司股东的净利润相应增加。",预增,71071700.0,2018-07-13T00:00:00,包装材料,475.0,408662000.0,increase,T
300140,中环装备,深交所创业板,2018-06-30T00:00:00,-28000000,-23000000,-233.58,-209.73,预计2018年1-6月归属于上市公司股东的净利润亏损:2300万元-2800万元。,"1、报告期内,公司大气污染减排业务较为稳定,同比基本持平;环境监测与大数据业务受运营成本增加的影响利润有所下降;公司节能环保装备第二季度业务收入确认较少,对整体收入及利润的贡献均有所减少;电工装备业务(含高电压试验设备)借助营销发力,报告期内实现收入和利润的增长。2、报告期内,期间费用同比增加约3000万元,其中,管理费用和销售费用的增加,主要系公司为新业务发展加大技术投入,研究与开发费用较上年同期有所提高,同时,为满足新业务拓展的需要,公司人员较上年同期有所增加,相关销售费用、管理费用均随之增长。公司推进的重大资产重组,也增加了中介机构咨询服务费支出。财务费用同比增加了约900万元,主要系带息负债和票据贴现增加所致。3、投资收益较上年同期减少了200余万元,主要是上年同期对部分参股公司确认了转让收益;本期部分参股公司固定资产折旧的增加对其利润产生一定影响。报告期内,公司预计非经常损益的金额为200万元到400万元。",首亏,20960700.0,2018-07-13T00:00:00,输配电气,-221.655,-25500000.0,reduction,T
300229,拓尔思,深交所创业板,2018-06-30T00:00:00,16810500,19332100,0,15,"预计2018年1-6月归属于上市公司股东的净利润盈利1,681.05万元-1,933.21万元,比上年同期上升:0%-15%","报告期内,公司依年度经营计划积极进行市场拓展,在重点行业深化市场布局、推动销售覆盖和跟进,并加强相关项目的实施和交付,按预期实现主要经营目标。报告期内,公司还加大投入新产品研发升级,强化各分、子公司间整合协同机制运作,实行优化的绩效考核和激励制度,以利于促进公司业务得以更加高效和持续的增长。",略增,16810500.0,2018-07-13T00:00:00,软件服务,7.5,18071300.0,increase,T
300161,华中数控,深交所创业板,2018-06-30T00:00:00,-49690000,-44690000,-1713.47,-1551.12,"预计2018年1-6月归属于上市公司股东的净利润亏损:4,469万元-4,969万元。","1、公司于近日关注到公司债务人进入重整阶段,相关情况请查看公司于同日披露的公告(《关于债务人进入重整程序的提示性公告》公告编号:2018-058号),本次债务人重整事项将使公司面临应收款项无法收回、可供出售金融资产出现减值的风险,基于谨慎性原则,公司将对上述应收款项补充计提应收款项坏账准备2,239.96万元,对可供出售金融资产计提减值准备897.68万元,以上计提合计将影响公司2018年上半年利润3,137.64万元。2、本报告期受市场环境特别是3C市场需求变化的影响,公司3C领域高速钻攻中心数控系统销量下滑,以致报告期主营业务收入与主营业务利润出现下降。",首亏,3079700.0,2018-07-13T00:00:00,机械行业,-1632.295,-47190000.0,reduction,T
300318,博晖创新,深交所创业板,2018-06-30T00:00:00,15577900,17135700,0,10,"预计2018年1-6月归属于上市公司股东的净利润盈利1,557.79万元-1,713.57万元,同比增长0%-10%。","1、报告期基于微流控技术平台的新产品收入及血液制品业务收入同比均大幅增长,同时公司为开拓市场相应加大了费用投入。2、预计本报告期非经常性损益对净利润的影响金额约为250万元,扣除非经常性损益后,归属于母公司的净利润同比增长约200%左右,同比增加1,300-1,500万元。上年同期非经常性损益的发生额为1,096万元,主要是上年同期公司的联营企业广东卫伦成为公司的控股子公司,按照会计准则规定公司对原持有的广东卫伦股权按照公允价值重新计量,产生1,037万元投资收益所致。",略增,15577900.0,2018-07-13T00:00:00,医疗行业,5.0,16356800.0,increase,T
300082,奥克股份,深交所创业板,2018-06-30T00:00:00,120000000,135000000,49,68,"预计2018年1-6月归属于上市公司股东的净利润盈利:12,000万元–13,500万元,比上年同期增长49%–68%","1、报告期内,公司预计归属于母公司的净利润同比有较大幅度增长,其主要原因系公司经营质量提高、产销规模扩大、产品销售毛利大幅提升。其中:主营产品聚羧酸减水剂聚醚单体的销量同比增长约28%,销售收入增长约36%,销售毛利增长约75%。2、报告期内,预计公司的非经常性损益对净利润的影响金额约为910万元,主要原因系公司进行远期锁汇业务预计产生的公允价值变动损益及计入当期损益的政府补助。",预增,80450000.0,2018-07-13T00:00:00,化工行业,58.5,127500000.0,increase,T
002068,黑猫股份,深交所中小板,2018-06-30T00:00:00,280000000,320000000,30.03,48.61,"预计2018年1-6月归属于上市公司股东的净利润盈利28,000万元–32,000万元,同比增长30.03%–48.61%。","2018年上半年,受环保和供给侧改革政策延续影响,公司主营产品炭黑行业供需结构进一步改善,产品盈利水平较去年同期有所提升;同时受人民币兑美元汇率影响,公司汇兑收益有所增加,二季度总体盈利情况好于此前预期。",略增,215328300.0,2018-07-13T00:00:00,化工行业,39.32,300000000.0,increase,T
300040,九洲电气,深交所创业板,2018-06-30T00:00:00,45000000,65000000,-41.25,-15.14,"预计2018年1-6月归属于上市公司股东的净利润盈利为4,500万元-6,500万元,比上年同期下降:15.14%-41.25%。","2018年半年度归属于上市公司股东的净利润较上年同期下降的主要原因:1、本报告期公司投资建设近100MW光伏电站,于2018年6月30日前并网,并且执行2017年的上网电价不变;其中本报告期公司自持光伏电站项目投资建设完成近60MW,上网电价为每千瓦时0.75元,建设期不产生利润,发电收益及利润将在2018年下半年及以后年度体现,本报告期BT建设项目完成40MW,较上年同期有所减少,导致利润下降。2、公司2018年2月收购完成黑龙江新北电力投资有限公司100%股权,其持有的大庆大岗及大庆平桥共100MW的新能源风力发电站的项目尚处于建设期,本报告期不产生利润,发电收益及利润将在建成后每年度体现,导致利润下降。3、公司短期借款及融资租赁借款增加,融资费用较去年同期有所上升,导致利润下降。4、本报告期非经常性损益对净利润的影响数约为700万元左右。",略减,76596900.0,2018-07-13T00:00:00,输配电气,-28.195,55000000.0,reduction,T
300750,宁德时代,深交所创业板,2018-06-30T00:00:00,883761600,938427200,-51.2,-48.19,"预计2018年1-6月归属于上市公司股东的净利润盈利88,376.16万元-93,842.72万元,同比下降48.19%-51.20%。",2018年半年度业绩与上年同期相比下降的主要原因是上年同期转让了北京普莱德新能源电池科技有限公司的股权取得的处置收益影响。,预减,1811112200.0,2018-07-13T00:00:00,汽车行业,-49.695,911094400.0,reduction,T
300741,华宝股份,深交所创业板,2018-06-30T00:00:00,498000000,546000000,7.72,18.1,"预计2018年1-6月归属于上市公司股东的净利润盈利为49,800.00万元-54,600.00万元,同比上年同期增长:7.72%-18.10%。","1、报告期内,公司营业收入保持稳定。本期业绩同比增长,主要由于公司加强对费用的合理管控,管理费用有所下降,同时本期利息收入以及收到政府补助均有增加所致。2、报告期内,归属于上市公司股东的非经常性损益对净利润的影响金额预计为6,960万元。",略增,462302900.0,2018-07-13T00:00:00,食品饮料,12.91,522000000.0,increase,T
300739,明阳电路,深交所创业板,2018-06-30T00:00:00,40242500,56221100,-32,-5,"预计2018年1-6月归属于上市公司股东的净利润盈利4,024.25万元-5,622.11万元,比上年同期减少5%-32%。","公司2018年上半年业绩与上年同期相比下降,下降原因如下:1、公司运营情况基本稳定,产销量同比有所增长。但由于2018年上半年人民币兑美元平均汇率高于上年同期水平,导致公司以美元汇算为人民币的出口产品售价较上年同期有所下降,影响整体毛利率;2、因制造成本及销售和管理费用同比上升等原因,导致公司净利润较上年同期下降;3、公司非经常性损益对净利润的影响金额约为人民币938.86万元,主要为取得政府补助收入和公司按规定进行现金管理形成的收益。上年同期非经营性损益对净利润的影响金额为人民币307.11万元。",略减,59180100.0,2018-07-13T00:00:00,电子元件,-18.5,48231800.0,reduction,T
300644,南京聚隆,深交所创业板,2018-06-30T00:00:00,10418900,16029000,-48,-20,"预计2018年1-6月归属于上市公司股东的净利润盈利1041.89万元-1602.90万元,比上年同期下降20%-48%","报告期内,由于主要原材料价格上涨幅度大,公司成本上升毛利率下降;此外报告期内新增了上市费用。",略减,20036300.0,2018-07-13T00:00:00,塑胶制品,-34.0,13223950.0,reduction,T
300737,科顺股份,深交所创业板,2018-06-30T00:00:00,108153700,135192100,0,25,"预计2018年1-6月归属于上市公司股东的净利润盈利10,815.37万元-13,519.21万元,较上年同期增长0-25%","报告期内,公司营业收入增长主要原因是生产能力提升,销售业务增长所致;净利润增长的主要原因是营业收入的增长幅度大于营业成本的上升幅度。报告期内,公司预计非经常性损益对当期净利润的影响金额约为1,150万元。",略增,108153700.0,2018-07-13T00:00:00,水泥建材,12.5,121672900.0,increase,T
300722,新余国科,深交所创业板,2018-06-30T00:00:00,21002300,25306600,37.89,66.15,"预计2018年1-6月归属于上市公司股东的净利润盈利:2100.23万元-2530.66万元,比上年同期增长37.89%-66.15%。","1、2018年上半年公司按照年度经营计划有序推进各项工作,加大市场开拓力度,销售规模进一步扩大,经营业绩稳步提升。2、报告期内,公司预计非经常性损益对公司当期净利润的影响金额约为762万元。",预增,15231200.0,2018-07-13T00:00:00,航天航空,52.02,23154450.0,increase,T
300735,光弘科技,深交所创业板,2018-06-30T00:00:00,87000000,90500000,6.1,10.37,"预计2018年1-6月归属于上市公司股东的净利润盈利:8,700万元-9,050万元,比去年同期增加约6.10%-10.37%。","1、2018年第二季度,因公司产能扩张以及业务订单饱满,对公司的营收产生了积极的影响。第二季度归属于上市公司股东的净利润比上年同期增长了27.33%-31.19%。2、预计报告期内非经常性损益约为1,250万元左右,具体数据以2018年半年度报告中披露数据为准。",略增,82000000.0,2018-07-13T00:00:00,电子元件,8.235,88750000.0,increase,T
300721,怡达股份,深交所创业板,2018-06-30T00:00:00,21505400,24577600,-30,-20,"预计2018年1-6月归属于上市公司股东的净利润为2,150.54万元-2,457.76万元,相比去年同期下降20%-30%。","1、报告期内,受宏观经济环境和化工行业安全环保治理等因素影响,公司主要原材料采购均价同比上涨超20%,其中醋酸采购均价同比上涨超65%;环氧丙烷采购均价同比上涨超20%;甲醇、乙醇、丁醇等主要原材料采购均价同比上涨均超15%。虽然公司从生产工艺、产品结构和营销策略等方面采取了积极的应对措施,但原材料价格的上涨未能及时传导至下游,从而挤压了公司的利润空间,导致产品销售毛利同比出现下降。
2、随着募投项目的稳步推进,公司进一步优化整合公用工程,同时配合生产设备进行停产检修,从而影响产品产量,继而使得半年度产品销售数量同比出现下降。
3、受前期中美贸易战不确定性的影响,下游需求带来了不确定性。报告期内,公司非经常性损益对净利润的影响预计为355万元左右。",略减,30722000.0,2018-07-13T00:00:00,化工行业,-25.0,23041500.0,reduction,T
300716,国立科技,深交所创业板,2018-06-30T00:00:00,28000000,31000000,1.62,12.5,"预计2018年1-6月归属于上市公司股东的净利润盈利:2,800万元-3,100万元,比上年同期增加1.62%-12.50%。","1、公司2018年半年度业绩较上年同期增长,主要原因是公司EVA环保改性材料及制品、TPR环保改性材料及制品销售规模增长带来利润的增长。2、预计报告期内非经常性损益金额为210.75万元,主要是公司购买理财产品投资的收益和收到政府补助。",略增,27554900.0,2018-07-13T00:00:00,塑胶制品,7.06,29500000.0,increase,T
300719,安达维尔,深交所创业板,2018-06-30T00:00:00,-2000000,-1000000,75.67,87.83,预计2018年1-6月归属于上市公司股东的净利润亏损:100万元-200万元,"报告期内,公司围绕既定的发展战略,各项经营计划稳步推进,持续加大业务拓展投入。2018年上半年归属于上市公司股东的净利润同比增加,主要原因是销售收入较上年同期有所增长。",减亏,-8219900.0,2018-07-13T00:00:00,航天航空,81.75,-1500000.0,unknown,T
300702,天宇股份,深交所创业板,2018-06-30T00:00:00,37682600,52275000,-50,-30.64,"预计2018年1-6月归属于上市公司股东的净利润盈利为3,768.26万元-5,227.50万元,比上年同期下降:30.64%-50%。","1、报告期内公司主营业务稳定增长,归属于上市公司股东的净利润比上年同期下降的主要原因是受全国多个化工园区停产整治影响,化工原材料价格大幅上涨,公司产品生产成本明显提高,公司销售提价对利润的影响相对滞后;其次,公司产品以外销为主,2018年1月至5月受人民币升值影响,报告期内产品销售毛利率比去年同期下降。2、报告期内公司预计非经常性损益513.00万元。",略减,75365100.0,2018-07-13T00:00:00,医药制造,-40.32,44978800.0,reduction,T
300709,精研科技,深交所创业板,2018-06-30T00:00:00,-13000000,-8000000,-116.94,-110.42,预计2018年1-6月归属于上市公司股东的净利润亏损800万元-1300万元。,"1.报告期内,受下游客户需求量下降的影响,公司上半年营业收入未达预期,相比2017年同期下降29%。2.报告期内,行业竞争环境发生变化,且公司产品结构发生变动,公司整体毛利率同比减少14个百分点。3.报告期内,公司加大对新项目、新材料的研发投入,加大研发管理人员的引进力度,研发人员数量同比增长52%,研发费用投入同比增长71%。4.报告期内,公司加大固定资产投入,固定资产同比增长37%,折旧费同比增长39%。5.报告期内,公司配合重大战略客户进行研发试制,占用公司约20%的产能,导致公司产能利用率下降。6.报告期内,预计公司非经常性损益对净利润的影响金额约为-107万元,去年同期金额为54万元。",首亏,76750000.0,2018-07-13T00:00:00,电子元件,-113.68,-10500000.0,reduction,T
300692,中环环保,深交所创业板,2018-06-30T00:00:00,18774600,24407000,0,30,"预计2018年1-6月归属于上市公司股东的净利润盈利:1,877.46万元–2,440.70万元,比上年同期增长:0%-30%","1、2018年半年度归属于上市公司股东的净利润较上年同向上升,主要是公司营业收入较上年同期增加所致。2、公司预计2018年半年度非经常性损益对归属于上市公司股东的净利润影响金额约为184.50万元,上年同期为43.07万元。",略增,18774600.0,2018-07-13T00:00:00,环保工程,15.0,21590800.0,increase,T
300743,天地数码,深交所创业板,2018-06-30T00:00:00,20000000,21000000,-11.78,-7.36,"预计2018年1-6月归属于上市公司股东的净利润盈利2000万元–2100万元,比上年同期下降7.36%-11.78%","2018年上半年,受原油价格升高及经济形势变化影响,公司主要原材料聚酯薄膜的采购价格高于预期,公司1-6月销售收入虽有所增长,但未能及时抵消产品生产成本增加对业绩带来的影响。此外,2018年1-6月人民币汇率与去年同期相比上涨,造成公司境外销售折算人民币收入有所下降。上述原因导致利润未达预期,使得盈利变动幅度与公司之前的预计出现偏差。",略减,22669600.0,2018-07-13T00:00:00,电子信息,-9.57,20500000.0,reduction,T
300713,英可瑞,深交所创业板,2018-06-30T00:00:00,30086200,33847000,-20,-10,"预计2018年1-6月归属于上市公司股东的净利润盈利:3008.62万元-3384.70万元,比上年同期下降:10%-20%。","1、报告期内,受下游订单周期影响,公司营业收入规模较去年同期略有下降;受同期原材料价格上涨等因素影响,产品成本上升,毛利率有所下降;报告期内公司加大研发投入,使当期管理费用相比去年同期较大增长。受上述因素影响,2018年上半年归属于上市公司股东的净利润较上年同期有所下降。2、报告期内,预计非经常性损益对净利润的影响金额约为330万元-350万元。",略减,37607700.0,2018-07-13T00:00:00,输配电气,-15.0,31966600.0,reduction,T
300698,万马科技,深交所创业板,2018-06-30T00:00:00,3815000,8901600,-85,-65,"预计2018年1-6月归属于上市公司股东的净利润盈利:381.50万元–890.16万元,比上年同期下降:65%–85%","1、报告期内,公司总体各项业务稳步发展,归属于上市公司股东的净利润较上年同期有所下降,主要原因是:(1)通信行业周期性特征明显,通信运营商资本开支下滑,导致采购公司相关产品减少。目前处于4G网络建设尾期,5G网络尚处于规模试验阶段,未进入大规模商用期。行业原因导致公司相关产品的营业收入下降,进而导致净利润下滑。(2)通信运营商集采产品覆盖范围加大,中标以竞价为主,下游供应商价格竞争激烈。公司参与集采的相关产品中标价格下降,导致公司相关产品毛利率下滑,进而影响公司净利润。2、报告期内预计影响净利润的非经常性损益金额为450-550万元,主要系政府补助和购买理财产品的收益。",预减,25433000.0,2018-07-13T00:00:00,通讯行业,-75.0,6358300.0,reduction,T
300723,一品红,深交所创业板,2018-06-30T00:00:00,74414100,81501200,5,15,"预计2018年1-6月归属于上市公司股东的净利润盈利7,441.41万元-8,150.12万元,比上年同期:增长5%-15%。","报告期内,预计非经常性损益对上市公司净利润影响金额约为人民币-200万元至0万元,报告期内非经常性损益包括股权支付、政府补贴、理财收入等。扣除以上非经常损益后,归属于上市公司净利润同比增长约20%-30%。",略增,70870600.0,2018-07-13T00:00:00,医药制造,10.0,77957650.0,increase,T
300673,佩蒂股份,深交所创业板,2018-06-30T00:00:00,65000000,70000000,71.88,85.1,"预计2018年1-6月归属于上市公司股东的净利润盈利6,500万元-7,000万元,同比增长71.88%-85.10%。","1、报告期内,公司经营稳定,各项业务发展良好,销售规模实现同比稳健增长。2、预计报告期内公司非经常性损益对净利润的影响金额约780万元,主要由于收到上市奖励金。",预增,37817700.0,2018-07-13T00:00:00,农牧饲渔,78.49,67500000.0,increase,T
300691,联合光电,深交所创业板,2018-06-30T00:00:00,28023700,35666500,-45,-30,"预计2018年1-6月归属于上市公司股东的净利润盈利为2,802.37万元–3,566.65万元,同比上年同期下降30%-45%。","报告期内,公司持续加大市场和研发投入,预计营业总收入较上年同期增长23.56%左右,但归属于上市公司股东的净利润较上年同期减少,主要原因是:1、根据《2017年股票期权与限制性股票激励计划》,本报告期内摊销股权激励成本1,381.78万元,相应增加了管理费用;2、预计报告期内非经常性损益对公司净利润的影响金额约为351.12万元,上年同期非经常性损益为2,463.33万元,导致报告期内非经常性损益同比减少的主要原因为2018年上半年收到的政府补助同比减少所致。",略减,50952100.0,2018-07-13T00:00:00,电子元件,-37.5,31845100.0,reduction,T
